Marca_Modelo,Versiones,TopTransmisiones,TopLocations,anchor_MM,n
Ford Maverick,"['2.0 ECOBOOST LARIAT AUTO AWD', '2.0 ECOBOOST XLT AUTO', '2.5 HEV LARIAT CVT']",['Automático'],"['Ciudad de México', 'Monterrey', 'Guadalajara', 'Puebla']",477800.0,12
Ford Mustang,"['2.3 ECOBOOST AUTO', '5.0 V8 GT', '5.0 V8 GT AUTO', '5.0 V8 GT PREMIUM AUTO', '5.0 V8 MACH 1']","['Automático', 'Manual']","['Ciudad de México', 'Querétaro', 'Monterrey', 'Puebla', 'Guadalajara']",783600.0,35
Ford Mustang Mach-E,['BEV 99KWH GT PERFORMANCE AUTO AWD'],['Automático'],['Monterrey'],671200.0,1
Ford Ranger,"['2.3 WILDTRAK AUTO 4WD', '2.3 XLS AUTO', '2.3 XLT CREW CAB AUTO', '2.5 XL CREW CAB', '2.5 XLT CREW CAB', '2.5 XLT CREW CAB 4WD HR', '2.5 XLT CREW CAB PLUS', '3.2 DIESEL XLT CREW CAB AUTO 4WD', '3.2 DIESEL XLT CREW CAB AUTO 4WD PIEL']","['Manual', 'Automático']","['Guadalajara', 'Ciudad de México', 'Querétaro', 'Monterrey', 'Puebla']",540800.0,20
Ford Territory,"['1.8 ECOBOOST AMBIENTE AUTO', '1.8 ECOBOOST TITANIUM AUTO', '1.8 ECOBOOST TREND AUTO']",['Automático'],"['Ciudad de México', 'Guadalajara', 'Querétaro', 'Monterrey']",433200.0,40
Ford Transit,['1.0'],['Manual'],"['Guadalajara', 'Puebla', 'Ciudad de México']",244720.0,7
GAC Emzoom,['1.5 GL RACER AUTO'],['Automático'],"['Ciudad de México', 'Puebla']",288800.0,3
GAC GN8,['2.0 PHEV DHT'],['Automático'],['Ciudad de México'],787200.0,1
GAC GS8,['2.0T GT AUTO'],['Automático'],['Ciudad de México'],448000.0,1
Geely Coolray,"['1.5 GF DCT', '1.5 GF PACK DCT', '1.5 GL DCT']",['Automático'],"['Guadalajara', 'Ciudad de México', 'Monterrey']",323456.0,5
Geely Emgrand,['1.5 GL AUTO'],['Automático'],['Monterrey'],245280.0,2
Geely Starray,['1.5 GL DCT'],['Automático'],['Ciudad de México'],390400.0,1
Gmc Acadia,"['3.6 AT4 A AUTO 4WD', '3.6 BLACK EDITION AUTO', '3.6 BLACK EDITION D AUTO', '3.6 DENALI E AUTO 4WD']",['Automático'],"['Ciudad de México', 'Querétaro', 'Guadalajara']",543200.0,13
Gmc Sierra,"['5.3 SLE F REG CAB AUTO 4WD', '6.2 DENALI E AUTO 4WD']",['Automático'],"['Monterrey', 'Querétaro']",654160.0,2
Gmc Terrain,"['1.5 AT4 C AUTO', '1.5 DENALI D AUTO', '1.5 SLE BLACK EDITION E AUTO', '2.0 DENALI D AUTO', '2.0 SLT B AUTO']",['Automático'],"['Ciudad de México', 'Guadalajara', 'Monterrey', 'Puebla', 'Querétaro']",568320.0,28
Gmc Yukon,['6.2 D DENALI AUTO 4WD'],['Automático'],['Guadalajara'],528000.0,1
Great Wall Haval H6,['1.5 HEV LUXURY AUTO'],['Automático'],"['Ciudad de México', 'Monterrey']",470800.0,10
Great Wall Haval Jolion,"['1.5 HEV LUXURY AUTO', '1.5 LUXURY DCT', '1.5 PREMIUM DCT']",['Automático'],"['Ciudad de México', 'Guadalajara']",361680.0,4
Great Wall Tank 300,['2.0 HEV LUXURY LAUNCHING EDITION AT 4WD'],['Automático'],['Puebla'],608800.0,1
Honda Accord,"['1.5 SPORT PLUS CVT', '2.0 HEV TOURING CVT', '2.0 TOURING AUTO']",['Automático'],"['Ciudad de México', 'Querétaro', 'Monterrey', 'Guadalajara', 'Puebla']",612800.0,21
Honda BR-V,"['1.5 PRIME CVT', '1.5 TOURING CVT', '1.5 UNIQ CVT']",['Automático'],"['Ciudad de México', 'Monterrey', 'Puebla', 'Guadalajara', 'Querétaro']",353920.0,29
Honda CR-V,"['1.5 TOURING CVT', '1.5 TURBO CVT', '1.5 TURBO PLUS CVT', '2.0 HEV TOURING CVT', '2.4 EX CVT']",['Automático'],"['Ciudad de México', 'Monterrey', 'Puebla', 'Cuernavaca', 'Querétaro']",674880.0,69
Honda City,"['1.5 EX CVT', '1.5 LX', '1.5 LX CVT', '1.5 PRIME CVT', '1.5 SPORT CVT', '1.5 TOURING CVT', '1.5 UNIQ']","['Automático', 'Manual']","['Ciudad de México', 'Guadalajara', 'Monterrey', 'Puebla', 'Cuernavaca']",294080.0,46
Honda Civic,"['1.5 SPORT PLUS CVT', '1.5 SPORT PLUS SPECIAL EDITION CVT', '1.5 TOURING CVT', '1.5 TURBO PLUS CVT', '2.0 EX', '2.0 I-STYLE CVT']","['Automático', 'Manual']","['Ciudad de México', 'Monterrey', 'Puebla', 'Guadalajara', 'Querétaro']",452640.0,48
Honda Fit,"['1.5 FUN', '1.5 FUN CVT', '1.5 HIT CVT']","['Automático', 'Manual']","['Ciudad de México', 'Puebla', 'Cuernavaca', 'Guadalajara']",170800.0,12
Honda HR-V,"['1.8 1 MILLION EDITION CVT', '1.8 PRIME CVT', '1.8 TOURING CVT', '1.8 UNIQ', '1.8 UNIQ CVT', '2.0 SPORT CVT', '2.0 TOURING CVT', '2.0 UNIQ CVT']","['Automático', 'Manual']","['Ciudad de México', 'Monterrey', 'Guadalajara', 'Puebla', 'Querétaro']",417040.0,74
Honda Odyssey,"['3.5 PRIME AUTO', '3.5 TOURING AUTO']",['Automático'],"['Ciudad de México', 'Guadalajara', 'Monterrey', 'Querétaro']",384800.0,22
Honda Pilot,"['3.5 PRIME AUTO', '3.5 TOURING AUTO']",['Automático'],"['Ciudad de México', 'Puebla', 'Monterrey', 'Querétaro']",348800.0,7
Honda insight,"['1.5 HEV CVT', '1.5 HYBRID CVT']",['Automático'],"['Ciudad de México', 'Monterrey']",332800.0,12
Hyundai Accent,"['1.6 GL', '1.6 GL AUTO', '1.6 GL MID', '1.6 GL MID AUTO', '1.6 GLS AUTO']","['Automático', 'Manual']","['Ciudad de México', 'Guadalajara', 'Puebla', 'Querétaro', 'Cuernavaca']",159600.0,62
Hyundai Creta,"['1.4 LIMITED TURBO DCT', '1.5 GL', '1.5 GLS IVT', '1.5 GLS PREMIUM IVT', '1.6 GLS', '1.6 GLS AUTO', '1.6 GLS PREMIUM AUTO', '1.6 LIMITED AUTO']","['Automático', 'Manual']","['Ciudad de México', 'Guadalajara', 'Querétaro', 'Puebla', 'Monterrey']",305440.0,84
Hyundai Creta Grand,"['2.0 GLS PREMIUM AUTO', '2.0 LIMITED AUTO']",['Automático'],"['Ciudad de México', 'Querétaro']",327680.0,11
Hyundai Elantra,"['2.0 GLS AUTO', '2.0 GLS PREMIUM AUTO', '2.0 GLS PREMIUM IVT', '2.0 LIMITED TECH IVT', '2.0 LIMITED TECH NAVI AUTO']",['Automático'],"['Ciudad de México', 'Puebla', 'Guadalajara', 'Querétaro']",202400.0,17
Hyundai Grand i10,"['1.2 GL', '1.2 GL MID', '1.2 GL MID AUTO', '1.2 GLS', '1.2 GLS AUTO', '1.2 NS']","['Manual', 'Automático']","['Ciudad de México', 'Monterrey', 'Guadalajara', 'Querétaro', 'Puebla']",225600.0,101
Hyundai HB20,"['1.6 GL', '1.6 GL AUTO', '1.6 GL MID', '1.6 GLS AUTO']","['Automático', 'Manual']","['Ciudad de México', 'Querétaro', 'Guadalajara']",254720.0,11
Hyundai Ioniq,"['1.6 HEV GLS PREMIUM DCT', '1.6 HYBRID GLS PREMIUM DCT', '1.6 HYBRID LIMITED', '1.6 HYBRID LIMITED DCT']",['Automático'],"['Ciudad de México', 'Monterrey', 'Puebla']",255600.0,12
Hyundai Santa Fe,"['2.0 GLS', '2.0 LIMITED TECH AUTO', '2.5 GLS PREMIUM DCT', '2.5 LIMITED TECH DCT', '3.3 LIMITED TECH']",['Automático'],"['Ciudad de México', 'Querétaro', 'Monterrey']",543760.0,14
Hyundai Tucson,"['1.6 HEV LIMITED AUTO', '2.0 GLS AUTO', '2.0 GLS PREMIUM AUTO', '2.4 LIMITED AUTO', '2.4 LIMITED TECH AUTO', '2.5 GLS AUTO', '2.5 GLS PREMIUM AUTO', '2.5 LIMITED TECH AUTO']",['Automático'],"['Ciudad de México', 'Guadalajara', 'Puebla', 'Querétaro', 'Monterrey']",514400.0,58
Infiniti Q50,"['3.0 LUXE AUTO', '3.0 SPORT PLUS AUTO']",['Automático'],"['Ciudad de México', 'Puebla']",304000.0,4
Infiniti QX30,['2.0 SPORT PLUS DCT'],['Automático'],['Ciudad de México'],339200.0,1
Infiniti QX50,"['2.0 AUTOGRAPH AUTO 4WD', '2.0 ESSENTIAL AUTO', '2.0 LUXE AUTO', '2.0 SENSORY AUTO', '2.0 SENSORY X-TRONIC AWD', '2.0 SPORT X-TRONIC']",['Automático'],"['Ciudad de México', 'Guadalajara', 'Puebla', 'Cuernavaca', 'Querétaro']",569600.0,13
Infiniti QX55,"['2.0 ESSENTIAL CVT AWD', '2.0 SENSORY CVT AWD']",['Automático'],['Ciudad de México'],726640.0,4
Infiniti QX60,"['2.5 HYBRID AUTO 4WD', '2.5 HYBRID X-TRONIC AWD', '3.5 SENSORY AUTO 4WD', '3.5 SENSORY AUTO AWD', '3.5 SENSORY X-TRONIC AWD']",['Automático'],"['Ciudad de México', 'Guadalajara', 'Querétaro', 'Monterrey']",416000.0,13
Infiniti QX70,['3.7 SPORT 4WD AUTO'],['Automático'],"['Monterrey', 'Ciudad de México']",323600.0,2
Infiniti QX80,"['5.6 8 PASAJEROS AUTO 4WD', '5.6 SENSORY 7 PASAJEROS 4WD AUTO', '5.6 SENSORY 8 PASAJEROS 4WD AUTO']",['Automático'],"['Ciudad de México', 'Monterrey', 'Guadalajara']",472480.0,3
Jac Frison T6,['2.0 FRISON'],['Manual'],"['Ciudad de México', 'Guadalajara', 'Cuernavaca']",245200.0,6
Jac Frison T8,"['2.0 DIESEL FRISON 4WD', '2.0 FRISON']",['Manual'],"['Ciudad de México', 'Querétaro', 'Monterrey', 'Puebla', 'Guadalajara']",318880.0,24
Jac Frison T9,['2.0 AUTO 4WD'],['Automático'],['Monterrey'],424000.0,1
Jac J7,"['1.5 ADVANCED MT', '1.5 LIMITED CVT', '1.5 QUANTUM CVT']","['Manual', 'Automático']","['Ciudad de México', 'Guadalajara', 'Querétaro', 'Cuernavaca']",251840.0,13
Jac SEI2,"['1.5 ACTIVE', '1.5 CONNECT CVT', '1.5 LIMITED', '1.5 QUANTUM CVT', '1.5 SMART', '1.5 SMART CVT']","['Manual', 'Automático']","['Ciudad de México', 'Querétaro', 'Puebla', 'Guadalajara']",188000.0,12
Jac SEI3,"['1.6 ACTIVE CVT', '1.6 LIMITED', '1.6 LIMITED CVT', '1.6 QUANTUM', '1.6 QUANTUM CVT']","['Automático', 'Manual']","['Ciudad de México', 'Guadalajara', 'Monterrey', 'Puebla', 'Querétaro']",155200.0,18
Jac SEI3 PRO,"['1.6 ACTIVE CVT', '1.6 CONNECT CVT']",['Automático'],"['Ciudad de México', 'Guadalajara', 'Cuernavaca', 'Monterrey', 'Puebla']",238160.0,10
Jac SEI4,"['1.5 ACTIVE CVT', '1.5 BLACK SERIES CVT', '1.5 CONNECT CVT']",['Automático'],"['Ciudad de México', 'Querétaro', 'Puebla']",194400.0,4
Jac SEI4 PRO,"['1.5 ACTIVE CVT', '1.5 CONNECT CVT', '1.6 COMFORT']","['Automático', 'Manual']","['Ciudad de México', 'Guadalajara', 'Monterrey', 'Cuernavaca', 'Querétaro']",259280.0,18
Jac SEI6 PRO,"['1.5 LIMITED DCT', '1.5 QUANTUM DCT', '1.5 VANGUARD DCT']",['Automático'],"['Ciudad de México', 'Guadalajara', 'Monterrey', 'Puebla']",299200.0,11
Jac SEI7,"['2.0T LIMITED DCT', '2.0T QUANTUM DCT', '2.0T SMART DCT']",['Automático'],"['Guadalajara', 'Querétaro', 'Ciudad de México']",210400.0,13
Jac SEI7 PRO,"['1.5 TGDI LIMITED DCT', '1.5 TGDI QUANTUM DCT']",['Automático'],"['Ciudad de México', 'Monterrey', 'Guadalajara', 'Querétaro']",288000.0,10
Jaecoo Jaecoo 7,"['1.6T ELEMENTAL', '1.6T INSPIRE', '1.6T REFINE']",['Automático'],"['Monterrey', 'Ciudad de México', 'Guadalajara']",368272.0,4
Jaguar E-Pace,['2.0 P250 S AUTO 4WD'],['Automático'],['Ciudad de México'],337600.0,1
Jaguar XE,"['2.0 PRESTIGE 300 AUTO 4WD', '2.0 SPORT 300 AUTO 4WD']",['Automático'],"['Querétaro', 'Guadalajara']",454400.0,2
Jeep Cherokee,"['3.2 LIMITED AUTO', '3.2 OVERLAND AUTO', '3.2 TRAILHAWK AUTO 4WD']",['Automático'],"['Monterrey', 'Ciudad de México', 'Guadalajara']",263200.0,7
Jeep Compass,"['1.3 ALTITUDE AUTO', '1.3 LIMITED PREMIUM AUTO', '2.0 HIGH ALTITUDE 4WD AUTO', '2.4 HIGH ALTITUDE AUTO', '2.4 LATITUDE AUTO', '2.4 LIMITED AUTO', '2.4 LIMITED PREMIUM AUTO', '2.4 TRAILHAWK AUTO 4WD']",['Automático'],"['Ciudad de México', 'Guadalajara', 'Puebla', 'Querétaro', 'Cuernavaca']",436640.0,75
Jeep Grand Cherokee,"['3.6 LAREDO AUTO', '3.6 LIMITED LUJO V6 AUTO', '3.6 LIMITED X V6 AUTO', '5.7 LIMITED LUJO ADVANCE V8 AUTO 4WD', '5.7 LIMITED LUJO V8 AUTO 4WD', '5.7 TRAILHAWK AUTO 4WD', '6.4 SRT8 AUTO 4WD']",['Automático'],"['Ciudad de México', 'Cuernavaca', 'Guadalajara', 'Puebla', 'Querétaro']",401600.0,32
Jeep Renegade,"['1.3 LATITUDE AUTO', '1.3 LIMITED AUTO', '1.8 LATITUDE AUTO', '1.8 LIMITED AUTO', '1.8 LIMITED BRONZE EDITION AUTO', '1.8 LIMITED POLAR BRONZE EDITION AUTO', '1.8 SPORT AUTO']",['Automático'],"['Ciudad de México', 'Guadalajara', 'Puebla', 'Monterrey', 'Querétaro']",347200.0,77
Jeep Wrangler,"['2.0 MHEV SPORT S AUTO 4WD', '2.0 MHEV UNLIMITED SAHARA AUTO 4WD', '2.0 MHEV UNLIMITED SAHARA SKY FREEDOM AT', '3.6 MHEV UNLIMITED RUBICON AUTO 4WD', '3.6 MHEV UNLIMITED RUBICON SUNRIDER AUTO', '3.6 MHEV UNLIMITED SAHARA AUTO 4WD', '3.6 RUBICON AUTO 4WD', '3.6 RUBICON DELUXE PACK AUTO 4WD', '3.6 UNLIMITED RUBICON AUTO 4WD', '3.6 UNLIMITED SAHARA AUTO 4WD', '3.6 UNLIMITED SPORT S AUTO 4WD']",['Automático'],"['Ciudad de México', 'Guadalajara', 'Monterrey', 'Cuernavaca', 'Querétaro']",829760.0,21
Jetour Dashing,['1.6T DCT'],['Automático'],"['Ciudad de México', 'Guadalajara', 'Querétaro']",407200.0,7
Jetour X70,['1.5 AUTO'],['Automático'],"['Ciudad de México', 'Querétaro']",302240.0,7
Jetour X70 Plus,['1.6 DCT'],['Automático'],"['Ciudad de México', 'Guadalajara']",358560.0,5
Jmc Grand Avenue,"['2.3 LX', '2.3 LX AUTO']","['Manual', 'Automático']",['Ciudad de México'],333040.0,2
Jmc Vigus,['1.8 GL'],['Manual'],"['Puebla', 'Ciudad de México']",261200.0,2
Kia FORTE,"['1.6 GT AUTO', '1.6 GT DCT', '2.0 EX', '2.0 EX AUTO', '2.0 EX IVT', '2.0 EX PREMIUM AUTO', '2.0 GT LINE', '2.0 GT LINE AUTO', '2.0 GT LINE IVT', '2.0 L', '2.0 L AUTO', '2.0 L IVT', '2.0 LX', '2.0 LX AUTO', '2.0 LX IVT']","['Automático', 'Manual']","['Ciudad de México', 'Guadalajara', 'Monterrey', 'Querétaro', 'Cuernavaca']",309280.0,206
Kia K3,"['1.6 EX AUTO', '1.6 EX PACK AUTO', '1.6 LX', '1.6 LX AUTO', '2.0 GT LINE AUTO']","['Automático', 'Manual']","['Ciudad de México', 'Guadalajara', 'Querétaro', 'Puebla']",304160.0,16
Kia K4,['2.0 LX IVT'],['Automático'],['Ciudad de México'],288000.0,1
Kia Niro,"['1.6 EX DCT', '1.6 LX DCT', 'HEV 1.6 EX DCT']",['Automático'],"['Ciudad de México', 'Guadalajara', 'Monterrey', 'Puebla', 'Cuernavaca']",492000.0,55
Kia Optima,"['2.0 TURBO SXL AUTO', '2.4 EX AUTO']",['Automático'],"['Ciudad de México', 'Querétaro', 'Monterrey', 'Cuernavaca']",216000.0,6
Kia Rio,"['1.6 EX', '1.6 EX AUTO', '1.6 EX PACK AUTO', '1.6 L', '1.6 L AUTO', '1.6 LX', '1.6 LX AUTO', '1.6 S PACK', '1.6 S PACK AUTO']","['Automático', 'Manual']","['Ciudad de México', 'Guadalajara', 'Monterrey', 'Querétaro', 'Puebla']",252800.0,463
Kia Sedona,"['3.3 EX AUTO', '3.3 EX PACK AUTO', '3.3 LX AUTO']",['Automático'],"['Ciudad de México', 'Guadalajara', 'Monterrey', 'Puebla', 'Querétaro']",259200.0,47
Kia Seltos,"['1.4 GT LINE DCT', '1.4 SXL DCT', '1.5 EX PACK AUTO', '1.5 SX AUTO', '1.6 EX', '1.6 EX AUTO', '1.6 EX PACK AUTO', '1.6 LX', '1.6 SX AUTO']","['Automático', 'Manual']","['Ciudad de México', 'Puebla', 'Guadalajara', 'Monterrey', 'Querétaro']",382800.0,174
Kia Sorento,"['2.4 EX AUTO', '2.4 EX PACK 2.4 AUTO', '2.4 LX AUTO', '2.5 EX AUTO', '2.5 EX PACK AUTO', '2.5 LX AUTO', '2.5 SX AUTO', '2.5 SXL AUTO', '3.3 EX AUTO', '3.3 EX PACK AUTO', '3.3 SX 3.3 AUTO', '3.3 SXL AUTO 4WD']",['Automático'],"['Ciudad de México', 'Guadalajara', 'Querétaro', 'Monterrey', 'Puebla']",555680.0,82
Kia Soul,"['1.6 LX', '1.6 LX AUTO', '2.0 EX AUTO', '2.0 EX IVT AUTO', '2.0 EX PACK AUTO', '2.0 EX PACK IVT AUTO']","['Automático', 'Manual']","['Ciudad de México', 'Guadalajara', 'Monterrey', 'Querétaro', 'Puebla']",251120.0,111
Kia Sportage,"['2.0 EX AUTO', '2.0 EX PACK AUTO', '2.0 LX AUTO', '2.4 EX PACK AUTO', '2.4 SX AUTO', '2.4 SXL 4WD AUTO', '2.4 SXL AUTO', '2.5 EX PACK AUTO', '2.5 SXL AUTO']",['Automático'],"['Ciudad de México', 'Puebla', 'Monterrey', 'Guadalajara', 'Querétaro']",431152.0,110
Kia Stinger,"['2.0 GT-LINE AUTO', '2.5 GT LINE AUTO', '3.3 GT AUTO']",['Automático'],"['Ciudad de México', 'Cuernavaca']",336000.0,4
Kia Telluride,['3.8 SX AUTO 4WD'],['Automático'],['Ciudad de México'],645600.0,1
Land Rover Discovery Sport,"['2.0 HSE AUTO 4WD', '2.0 MHEV P200 R-DYNAMIC SE AUTO 4WD', '2.0 MHEV P250 R-DYNAMIC HSE AUTO AWD', '2.0 P290 HSE AUTO 4WD']",['Automático'],"['Ciudad de México', 'Monterrey', 'Guadalajara']",462800.0,4
Land Rover Range Rover Evoque,"['1.5 PHEV P300 R-DYNAMIC S AUTO AWD', '2.0 MHEV P200 SE AUTO 4WD']",['Automático'],"['Guadalajara', 'Querétaro', 'Ciudad de México']",818400.0,6
Land Rover Range Rover Sport,['3.0 MHEV P360 HSE AUTO 4WD'],['Automático'],['Ciudad de México'],519200.0,1
Land Rover Range Rover Velar,['2.0 P300 R-DYNAMIC S AUTO 4WD'],['Automático'],['Monterrey'],604000.0,1
Lexus ES,"['2.5 250 AWD AUTO', '2.5 HEV 300H CVT', '3.5 350 AUTO']",['Automático'],['Ciudad de México'],629920.0,5
Lexus IS,['2.0 300 PREMIUM AUTO'],['Automático'],['Ciudad de México'],440000.0,1
Lexus NX,"['2.5 250 AUTO AWD', '2.5 HEV 350H LUXURY AUTO AWD']",['Automático'],"['Ciudad de México', 'Monterrey']",684880.0,6
Lexus UX,['2.0 HEV 250H'],['Automático'],['Ciudad de México'],516000.0,2
Lincoln Aviator,"['3.0 PHEV GRAND TOURING AUTO AWD', '3.0 RESERVE AUTO 4WD', '3.0 RESERVE AUTO AWD']",['Automático'],"['Ciudad de México', 'Monterrey']",576000.0,5
Lincoln Corsair,"['2.0 AUTO', '2.0 RESERVE AUTO', '2.0 RESERVE MONOCROMATICA AUTO', '2.3 RESERVE AUTO 4WD', '2.5 PHEV GRAND TOURING CVT AWD']",['Automático'],"['Ciudad de México', 'Monterrey', 'Puebla']",593360.0,8
Lincoln MKC,"['2.0 SELECT AUTO', '2.3 RESERVE AUTO 4WD']",['Automático'],['Ciudad de México'],280000.0,7
Lincoln MKZ,"['2.0 SELECT AUTO', '2.0 SELECT HYBRID CVT']",['Automático'],"['Ciudad de México', 'Querétaro']",345600.0,5
Lincoln Nautilus,"['2.0 RESERVE AUTO', '2.0 SELECT AUTO', '2.7 RESERVE AUTO AWD']",['Automático'],"['Querétaro', 'Monterrey', 'Ciudad de México']",403200.0,5
Mazda CX-3,"['2.0 100 ANIVERSARIO 2WD AUTO', '2.0 I 2WD AT', '2.0 I GRAND TOURING 2WD AT', '2.0 I SPORT 2WD AT']",['Automático'],"['Ciudad de México', 'Monterrey', 'Puebla', 'Guadalajara', 'Querétaro']",233600.0,125
Mazda CX-30,"['2.0 MHEV I SPORT AUTO', '2.5 I GRAND TOURING AUTO', '2.5 I SPORT AUTO', '2.5 SIGNATURE AUTO', '2.5 TURBO S GRAND TOURING AUTO 4WD']",['Automático'],"['Ciudad de México', 'Guadalajara', 'Monterrey', 'Puebla', 'Querétaro']",387200.0,130
Mazda CX-5,"['2.0 I AUTO 2WD', '2.5 I GRAND TOURING AUTO', '2.5 I GRAND TOURING AUTO 2WD', '2.5 I SPORT AUTO', '2.5 I SPORT AUTO 2WD', '2.5 S GRAND TOURING AUTO', '2.5 S GRAND TOURING AUTO 2WD', '2.5 SIGNATURE AUTO', '2.5 SIGNATURE AUTO 2WD']",['Automático'],"['Ciudad de México', 'Puebla', 'Guadalajara', 'Cuernavaca', 'Querétaro']",435520.0,164
Mazda CX-50,['2.5 TURBO SIGNATURE AUTO 4WD'],['Automático'],['Querétaro'],574400.0,1
Mazda CX-9,"['2.5 I SPORT AT', '2.5 SIGNATURE 4WD AUTO', '2.5 TURBO I GRAND TOURING 4WD AT', '2.5 TURBO I GRAND TOURING AUTO']",['Automático'],"['Ciudad de México', 'Guadalajara', 'Puebla', 'Cuernavaca']",555840.0,28
Mazda MX-5,"['2.0 I GRAND TOURING AT', '2.0 I GRAND TOURING POLYMETAL AUTO', '2.0 I SPORT MT']","['Manual', 'Automático']","['Ciudad de México', 'Guadalajara', 'Monterrey', 'Puebla', 'Querétaro']",361200.0,58
Mazda Mazda 2,"['1.5 I GRAND TOURING AUTO', '1.5 I GRAND TOURING SEDAN AUTO', '1.5 I SEDAN', '1.5 I SEDAN AUTO', '1.5 I SPORT', '1.5 I SPORT AUTO', '1.5 I SPORT SEDAN', '1.5 I SPORT SEDAN AUTO', '1.5 I TOURING', '1.5 I TOURING AUTO', '1.5 I TOURING SEDAN', '1.5 I TOURING SEDAN AUTO', '1.5 MHEV CARBON EDITION AUTO', '1.5 MHEV I GRAND TOURING AUTO']","['Automático', 'Manual']","['Ciudad de México', 'Guadalajara', 'Querétaro', 'Monterrey', 'Puebla']",250800.0,125
Mazda Mazda 3,"['2.0 MHEV I SPORT AUTO', '2.5 CARBON EDITION 4WD AUTO', '2.5 HATCHBACK S TA', '2.5 I', '2.5 I AUTO', '2.5 I GRAND TOURING AUTO', '2.5 I GRAND TOURING HATCHBACK AUTO', '2.5 I GRAND TOURING SEDAN AUTO', '2.5 I SEDAN', '2.5 I SEDAN AUTO', '2.5 I SPORT', '2.5 I SPORT AUTO', '2.5 I SPORT HATCHBACK AUTO', '2.5 I SPORT SEDAN', '2.5 I SPORT SEDAN AUTO', '2.5 SIGNATURE 4WD AUTO', '2.5 TURBO SIGNATURE 4WD AUTO', '2.5 TURBO SIGNATURE POLYMETAL 4WD AUTO']","['Automático', 'Manual']","['Ciudad de México', 'Guadalajara', 'Querétaro', 'Puebla', 'Monterrey']",342080.0,444
Mazda Mazda 6,"['2.5 CARBON EDITION AUTO', '2.5 I GRAND TOURING AUTO', '2.5 I GRAND TOURING PLUS AUTO', '2.5 I SPORT AUTO', '2.5 SIGNATURE AUTO']",['Automático'],"['Ciudad de México', 'Guadalajara', 'Monterrey', 'Puebla', 'Querétaro']",237600.0,26
Mercedes Benz Clase A,"['1.3 A 200 PROGRESSIVE DCT', '1.3 A 200 SPORT DCT', '1.3 A 200 STYLE DCT', '2.0 MERCEDES-AMG A 35 DCT 4MATIC']",['Automático'],"['Ciudad de México', 'Guadalajara', 'Monterrey', 'Querétaro', 'Puebla']",717600.0,33
Mercedes Benz Clase C,"['1.5 C 200 AUTO', '1.5 MHEV C 200 AUTO', '1.5 MHEV C 200 EXCLUSIVE AUTO', '1.5 MHEV C 200 SPORT AUTO', '1.6 C 180 AUTO', '2.0 C 200 AUTO', '2.0 C 200 EXCLUSIVE AUTO', '2.0 C 200 SPORT AUTO', '2.0 C 300 AUTO', '2.0 C 300 SPORT AUTO', '3.0 MERCEDES-AMG C 43 AUTO 4MATIC']",['Automático'],"['Ciudad de México', 'Querétaro', 'Guadalajara', 'Cuernavaca', 'Monterrey']",689120.0,49
